Sample,PR,Multi_funcion_nokegg_noVB12,Pesticide_usage,Nitrogen_Fertilizer_Application,Phosphorus_Fertilizer_Application,Agriculture_Expansion,Agriculture_forestry_and_fishing_value_added,Terrestrial_and_marine_protected_areas,Crop_Harvested,Urban_Expansion,CO2_emissions__metric_tons_per_capita_,Energy_use__kg_of_oil_equivalent_per_capita_,GDP,GNI_PPP__current_international,Industry__including_construction,Population_density,TS_9,TP_9,TK_9,TC_9,PHH2O_9,OC_9,ECE_9,CEC_9,CACO3_9,TN_9,BD_9,Annual_Mean_Temperature,Annual_Precipitation,Mean_Diurnal_Range
SRR17459150,0,0.833721527,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459151,0,0.835275597,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459152,0,0.822000604,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459153,0,0.854705204,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459154,0,0.830110741,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459155,0,0.854108505,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459156,0,0.852816146,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459157,0,0.844084468,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459158,0,0.851333939,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459159,0,0.844300543,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459160,0,0.852832113,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459161,0,0.842513062,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459162,0,0.847690044,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459163,0,0.834875696,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459164,0,0.841427354,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459165,0,0.841565401,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459166,0,0.843575596,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459167,0,0.844685204,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459168,0,0.837138164,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459169,0,0.831054856,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459170,0,0.865558047,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459171,0,0.870057075,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459172,0,0.856531132,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459173,0,0.877249837,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459174,0,0.853849051,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459175,0,0.850450297,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459176,0,0.847621467,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459177,0,0.840336183,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459178,0,0.711898119,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459179,0,0.82302166,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459180,0,0.81616347,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459181,0,0.812491801,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459182,0,0.809143063,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459183,0,0.806988369,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459184,0,0.824428916,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459185,0,0.806825688,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459186,0,0.818749077,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459187,0,0.811127551,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459188,0,0.833359341,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459189,0,0.863358983,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459190,0,0.865812203,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459191,0,0.856806391,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459192,0,0.830422859,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459193,0,0.836537007,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459194,0,0.854352747,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459195,0,0.83640224,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459196,0,0.842168231,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459197,0,0.832336563,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459198,0,0.840828761,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459199,0,0.813282662,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459200,0,0.829175692,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459201,0,0.783997295,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459202,0,0.827060794,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459203,0,0.677789867,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459204,0,0.779917355,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459205,0,0.82311522,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459206,0,0.790350057,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459207,0,0.816928421,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459208,0,0.613655761,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459209,0,0.84567124,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459210,0,0.849684156,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459211,0,0.860636619,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459212,0,0.856472995,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459213,0,0.856367095,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459214,0,0.844192004,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459215,0,0.8380082,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459216,0,0.716553411,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459217,0,0.871936757,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459218,0,0.824087088,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459219,0,0.791399943,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459220,0,0.827297429,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459221,0,0.768082586,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459222,0,0.806306571,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459223,0,0.760398387,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459224,0,0.798409275,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459225,0,0.76606994,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459226,0,0.657482487,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459227,0,0.845324783,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459228,0,0.810527752,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
SRR17459229,0,0.842278817,1,0.529092074,0.463225281,0.201137713,0.006638456,0.598987952,0,0.795898322,0.966406357,0.888279988,1,0.980864762,0.025158287,0.063795994,0.271147873,0.399406178,0.644793225,0.081362253,0.719532496,0.037963129,0.103740506,0.1405049,0.257049712,0.084107484,0.615526716,0.477232617,0.174790933,0.373855902
